order_id,machine_id,shift_id,supervisor,units_produced,units_defective,unidades_optimas
8627,12,1,Supervisor_1,230,2,228
8628,41,1,Supervisor_1,119,1,118
8629,13,1,Supervisor_1,412,26,386
8630,24,2,Supervisor_2,185,13,172
8631,50,3,Supervisor_3,201,15,186
8632,33,2,Supervisor_2,285,8,277
8633,42,1,Supervisor_1,382,20,362
8634,9,3,Supervisor_3,122,4,118
8635,48,1,Supervisor_1,468,2,466
8636,45,2,Supervisor_2,122,5,117
8637,26,1,Supervisor_1,481,17,464
8638,8,3,Supervisor_3,316,9,307
8639,26,3,Supervisor_3,254,9,245
8640,33,2,Supervisor_2,184,10,174
8641,48,3,Supervisor_3,434,22,412
8642,26,2,Supervisor_2,264,8,256
8643,9,2,Supervisor_2,403,3,400
8644,49,2,Supervisor_2,387,4,383
8645,28,3,Supervisor_3,59,0,59
8646,37,1,Supervisor_1,64,0,64
8647,28,2,Supervisor_2,318,22,296
8648,11,3,Supervisor_3,247,7,240
8649,17,3,Supervisor_3,309,21,288
8650,4,1,Supervisor_1,161,0,161
8651,32,2,Supervisor_2,449,28,421
8652,43,1,Supervisor_1,303,19,284
8653,39,2,Supervisor_2,183,6,177
8654,15,3,Supervisor_3,407,16,391
8655,8,1,Supervisor_1,448,9,439
8656,19,2,Supervisor_2,102,4,98
8657,29,2,Supervisor_2,276,16,260
8658,8,1,Supervisor_1,315,14,301
8659,24,1,Supervisor_1,191,1,190
8660,45,3,Supervisor_3,125,9,116
8661,26,1,Supervisor_1,447,21,426
8662,41,2,Supervisor_2,92,7,85
8663,10,3,Supervisor_3,492,24,468
8664,19,2,Supervisor_2,75,5,70
8665,27,2,Supervisor_2,431,29,402
8666,10,2,Supervisor_2,202,15,187
8667,46,2,Supervisor_2,315,15,300
8668,16,2,Supervisor_2,155,2,153
8669,27,1,Supervisor_1,284,16,268
8670,24,3,Supervisor_3,169,12,157
8671,33,1,Supervisor_1,80,6,74
8672,17,1,Supervisor_1,88,0,88
8673,48,3,Supervisor_3,156,1,155
8674,49,1,Supervisor_1,105,4,101
8675,11,3,Supervisor_3,147,8,139
8676,12,2,Supervisor_2,207,6,201
8677,13,1,Supervisor_1,401,3,398
8678,20,1,Supervisor_1,320,22,298
8679,7,1,Supervisor_1,106,8,98
8680,44,1,Supervisor_1,94,1,93
8681,10,2,Supervisor_2,418,5,413
8682,35,3,Supervisor_3,484,23,461
8683,38,1,Supervisor_1,265,6,259
8684,45,1,Supervisor_1,111,2,109
8685,4,2,Supervisor_2,281,10,271
8686,6,1,Supervisor_1,447,25,422
8687,24,2,Supervisor_2,309,24,285
8688,21,1,Supervisor_1,478,15,463
8689,3,3,Supervisor_3,172,10,162
8690,35,1,Supervisor_1,444,1,443
8691,38,1,Supervisor_1,233,3,230
8692,41,3,Supervisor_3,122,8,114
8693,24,1,Supervisor_1,65,4,61
8694,1,1,Supervisor_1,340,11,329
8695,36,3,Supervisor_3,282,13,269
8696,26,1,Supervisor_1,431,7,424
8697,27,1,Supervisor_1,179,9,170
8698,17,2,Supervisor_2,136,10,126
8699,15,3,Supervisor_3,476,10,466
8700,47,2,Supervisor_2,187,9,178
8701,7,3,Supervisor_3,262,0,262
8702,34,1,Supervisor_1,392,15,377
8703,11,2,Supervisor_2,485,17,468
8704,4,1,Supervisor_1,202,8,194
8705,22,2,Supervisor_2,372,2,370
8706,12,2,Supervisor_2,320,7,313
8707,14,2,Supervisor_2,82,3,79
8708,35,2,Supervisor_2,389,27,362
8709,3,1,Supervisor_1,145,10,135
8710,5,3,Supervisor_3,262,6,256
8711,40,2,Supervisor_2,329,20,309
8712,36,1,Supervisor_1,80,4,76
8713,47,1,Supervisor_1,193,10,183
8714,32,1,Supervisor_1,178,10,168
8715,32,3,Supervisor_3,59,2,57
8716,27,3,Supervisor_3,324,10,314
8717,44,2,Supervisor_2,277,4,273
8718,44,3,Supervisor_3,422,30,392
8719,26,3,Supervisor_3,151,8,143
8720,14,1,Supervisor_1,386,8,378
8721,9,2,Supervisor_2,424,4,420
8722,33,3,Supervisor_3,450,32,418
8723,2,2,Supervisor_2,306,0,306
8724,36,1,Supervisor_1,141,0,141
8725,16,3,Supervisor_3,437,31,406
8726,7,3,Supervisor_3,460,4,456
8727,42,3,Supervisor_3,60,0,60
8728,41,1,Supervisor_1,266,2,264
8729,47,3,Supervisor_3,122,9,113
8730,9,1,Supervisor_1,243,5,238
8731,23,2,Supervisor_2,483,2,481
8732,37,2,Supervisor_2,482,32,450
8733,11,3,Supervisor_3,323,16,307
8734,6,3,Supervisor_3,445,0,445
8735,37,3,Supervisor_3,470,0,470
8736,34,2,Supervisor_2,224,8,216
8737,40,1,Supervisor_1,199,12,187
8738,17,1,Supervisor_1,270,1,269
8739,1,1,Supervisor_1,428,28,400
8740,16,3,Supervisor_3,94,2,92
8741,34,3,Supervisor_3,459,13,446
8742,44,1,Supervisor_1,399,9,390
8743,23,2,Supervisor_2,338,8,330
8744,10,1,Supervisor_1,255,19,236
8745,17,3,Supervisor_3,198,5,193
8746,40,1,Supervisor_1,500,19,481
8747,9,2,Supervisor_2,460,0,460
8748,24,2,Supervisor_2,193,6,187
8749,40,1,Supervisor_1,168,0,168
8750,45,3,Supervisor_3,470,15,455
8751,43,2,Supervisor_2,331,9,322
8752,23,3,Supervisor_3,182,11,171
8753,25,1,Supervisor_1,368,23,345
8754,46,1,Supervisor_1,412,32,380
8755,47,1,Supervisor_1,409,16,393
8756,8,3,Supervisor_3,394,9,385
8757,2,3,Supervisor_3,184,1,183
8758,29,2,Supervisor_2,121,5,116
8759,15,2,Supervisor_2,336,16,320
8760,31,1,Supervisor_1,252,2,250
8761,24,3,Supervisor_3,349,27,322
8762,48,3,Supervisor_3,290,22,268
8763,40,3,Supervisor_3,200,2,198
8764,21,3,Supervisor_3,320,12,308
8765,42,3,Supervisor_3,175,12,163
8766,26,1,Supervisor_1,257,12,245
8767,10,2,Supervisor_2,129,1,128
8768,7,2,Supervisor_2,58,0,58
8769,47,3,Supervisor_3,438,27,411
8770,35,1,Supervisor_1,332,7,325
8771,41,1,Supervisor_1,400,26,374
8772,21,1,Supervisor_1,283,9,274
8773,34,2,Supervisor_2,425,18,407
8774,41,2,Supervisor_2,423,14,409
8775,48,3,Supervisor_3,244,8,236
8776,5,1,Supervisor_1,233,5,228
8777,29,1,Supervisor_1,424,13,411
8778,46,1,Supervisor_1,235,11,224
8779,18,1,Supervisor_1,444,32,412
8780,34,1,Supervisor_1,75,3,72
8781,48,1,Supervisor_1,149,3,146
8782,13,1,Supervisor_1,322,20,302
8783,12,2,Supervisor_2,367,20,347
8784,9,1,Supervisor_1,70,4,66
8785,9,1,Supervisor_1,411,19,392
8786,44,3,Supervisor_3,337,1,336
8787,22,1,Supervisor_1,245,5,240
8788,7,2,Supervisor_2,57,1,56
8789,43,3,Supervisor_3,365,2,363
8790,16,2,Supervisor_2,485,20,465
8791,46,2,Supervisor_2,102,4,98
8792,30,3,Supervisor_3,84,4,80
8793,18,1,Supervisor_1,314,10,304
8794,30,1,Supervisor_1,301,17,284
8795,30,3,Supervisor_3,498,8,490
8796,38,1,Supervisor_1,322,1,321
8797,50,1,Supervisor_1,386,5,381
8798,32,2,Supervisor_2,144,8,136
8799,49,3,Supervisor_3,83,5,78
8800,50,2,Supervisor_2,92,0,92
8801,19,1,Supervisor_1,426,17,409
8802,11,3,Supervisor_3,91,3,88
8803,49,2,Supervisor_2,58,1,57
8804,23,3,Supervisor_3,447,20,427
8805,8,2,Supervisor_2,196,14,182
8806,20,3,Supervisor_3,163,8,155
8807,9,3,Supervisor_3,91,4,87
8808,21,2,Supervisor_2,227,6,221
8809,10,3,Supervisor_3,288,10,278
8810,13,3,Supervisor_3,303,18,285
8811,9,3,Supervisor_3,76,4,72
8812,35,3,Supervisor_3,337,15,322
8813,19,2,Supervisor_2,500,36,464
8814,36,1,Supervisor_1,379,18,361
8815,22,1,Supervisor_1,426,6,420
8816,26,1,Supervisor_1,181,0,181
8817,30,3,Supervisor_3,227,4,223
8818,19,3,Supervisor_3,459,34,425
8819,27,3,Supervisor_3,492,31,461
8820,6,2,Supervisor_2,196,12,184
8821,19,1,Supervisor_1,346,7,339
8822,46,3,Supervisor_3,444,13,431
8823,31,3,Supervisor_3,296,14,282
8824,7,2,Supervisor_2,194,7,187
8825,10,1,Supervisor_1,428,3,425
8826,16,2,Supervisor_2,483,14,469
8827,32,1,Supervisor_1,445,17,428
8828,15,3,Supervisor_3,212,10,202
8829,6,1,Supervisor_1,351,8,343
8830,37,1,Supervisor_1,159,4,155
8831,32,1,Supervisor_1,143,3,140
8832,22,3,Supervisor_3,334,23,311
8833,6,2,Supervisor_2,225,17,208
8834,31,3,Supervisor_3,75,5,70
8835,7,3,Supervisor_3,190,3,187
8836,42,1,Supervisor_1,96,7,89
8837,33,1,Supervisor_1,343,9,334
8838,7,1,Supervisor_1,102,3,99
8839,10,2,Supervisor_2,219,4,215
8840,26,1,Supervisor_1,415,3,412
8841,23,2,Supervisor_2,476,22,454
8842,17,3,Supervisor_3,354,10,344
8843,4,1,Supervisor_1,225,11,214
8844,22,2,Supervisor_2,265,2,263
8845,30,1,Supervisor_1,419,32,387
8846,9,2,Supervisor_2,364,18,346
8847,30,2,Supervisor_2,304,22,282
8848,31,1,Supervisor_1,206,8,198
8849,8,1,Supervisor_1,439,17,422
8850,16,3,Supervisor_3,364,25,339
8851,15,3,Supervisor_3,405,15,390
8852,12,2,Supervisor_2,186,3,183
8853,9,1,Supervisor_1,249,2,247
8854,6,1,Supervisor_1,484,27,457
8855,37,2,Supervisor_2,473,6,467
8856,21,2,Supervisor_2,247,13,234
8857,47,2,Supervisor_2,302,16,286
8858,44,1,Supervisor_1,414,0,414
8859,20,1,Supervisor_1,314,16,298
8860,26,2,Supervisor_2,338,9,329
8861,31,1,Supervisor_1,105,5,100
8862,20,3,Supervisor_3,200,12,188
8863,1,2,Supervisor_2,220,9,211
8864,32,3,Supervisor_3,172,7,165
8865,22,2,Supervisor_2,223,5,218
8866,47,2,Supervisor_2,60,2,58
8867,33,3,Supervisor_3,105,2,103
8868,36,2,Supervisor_2,367,2,365
8869,48,2,Supervisor_2,140,7,133
8870,15,1,Supervisor_1,334,19,315
8871,9,2,Supervisor_2,472,19,453
8872,2,2,Supervisor_2,175,6,169
8873,5,2,Supervisor_2,451,29,422
8874,1,2,Supervisor_2,500,18,482
8875,11,1,Supervisor_1,268,20,248
8876,14,2,Supervisor_2,443,18,425
8877,5,2,Supervisor_2,288,3,285
8878,13,2,Supervisor_2,106,8,98
8879,1,1,Supervisor_1,222,7,215
8880,10,1,Supervisor_1,66,0,66
8881,37,2,Supervisor_2,372,21,351
8882,4,1,Supervisor_1,88,0,88
8883,41,1,Supervisor_1,470,11,459
8884,39,2,Supervisor_2,95,4,91
8885,50,2,Supervisor_2,272,11,261
8886,42,1,Supervisor_1,217,9,208
8887,2,3,Supervisor_3,171,9,162
8888,44,2,Supervisor_2,498,20,478
8889,3,1,Supervisor_1,109,1,108
8890,20,3,Supervisor_3,73,0,73
8891,20,1,Supervisor_1,365,16,349
8892,19,2,Supervisor_2,410,8,402
8893,45,2,Supervisor_2,170,7,163
8894,38,2,Supervisor_2,443,25,418
8895,50,1,Supervisor_1,305,11,294
8896,41,2,Supervisor_2,407,18,389
8897,4,2,Supervisor_2,289,1,288
8898,5,1,Supervisor_1,54,2,52
8899,6,2,Supervisor_2,233,13,220
8900,23,2,Supervisor_2,447,13,434
8901,32,2,Supervisor_2,201,13,188
8902,11,2,Supervisor_2,96,3,93
8903,31,2,Supervisor_2,488,7,481
8904,15,3,Supervisor_3,104,2,102
8905,1,1,Supervisor_1,491,35,456
8906,20,2,Supervisor_2,279,17,262
8907,50,3,Supervisor_3,126,6,120
8908,15,3,Supervisor_3,199,15,184
8909,32,2,Supervisor_2,441,4,437
8910,2,1,Supervisor_1,328,12,316
8911,44,1,Supervisor_1,443,31,412
8912,47,2,Supervisor_2,215,12,203
8913,47,3,Supervisor_3,309,22,287
8914,24,2,Supervisor_2,475,27,448
8915,9,2,Supervisor_2,371,29,342
8916,12,2,Supervisor_2,71,0,71
8917,22,2,Supervisor_2,397,21,376
8918,29,1,Supervisor_1,256,15,241
8919,29,3,Supervisor_3,191,3,188
8920,13,3,Supervisor_3,317,16,301
8921,40,1,Supervisor_1,130,7,123
8922,36,2,Supervisor_2,375,7,368
8923,45,3,Supervisor_3,119,3,116
8924,25,3,Supervisor_3,472,7,465
8925,18,1,Supervisor_1,443,6,437
8926,10,2,Supervisor_2,210,13,197
8927,48,2,Supervisor_2,275,19,256
8928,9,3,Supervisor_3,424,30,394
8929,6,1,Supervisor_1,92,6,86
8930,9,1,Supervisor_1,204,4,200
8931,49,1,Supervisor_1,87,1,86
8932,35,3,Supervisor_3,478,21,457
8933,2,1,Supervisor_1,373,8,365
8934,45,3,Supervisor_3,300,22,278
8935,39,3,Supervisor_3,215,7,208
8936,8,2,Supervisor_2,402,0,402
8937,40,3,Supervisor_3,97,0,97
8938,18,2,Supervisor_2,76,3,73
8939,5,1,Supervisor_1,178,8,170
8940,45,1,Supervisor_1,239,5,234
8941,28,1,Supervisor_1,95,2,93
8942,3,3,Supervisor_3,228,14,214
8943,24,3,Supervisor_3,347,8,339
8944,44,3,Supervisor_3,383,23,360
8945,31,1,Supervisor_1,343,27,316
8946,4,2,Supervisor_2,101,7,94
8947,40,3,Supervisor_3,397,4,393
8948,16,2,Supervisor_2,71,4,67
8949,41,3,Supervisor_3,455,28,427
8950,20,1,Supervisor_1,116,2,114
8951,28,3,Supervisor_3,425,31,394
8952,46,2,Supervisor_2,181,7,174
8953,23,1,Supervisor_1,491,31,460
8954,48,2,Supervisor_2,316,23,293
8955,29,3,Supervisor_3,128,5,123
8956,31,3,Supervisor_3,264,10,254
8957,7,1,Supervisor_1,385,20,365
8958,16,3,Supervisor_3,82,6,76
8959,30,1,Supervisor_1,369,2,367
8960,2,3,Supervisor_3,318,22,296
8961,30,1,Supervisor_1,245,11,234
8962,23,3,Supervisor_3,437,27,410
8963,2,2,Supervisor_2,396,2,394
8964,11,2,Supervisor_2,294,2,292
8965,6,1,Supervisor_1,211,11,200
8966,22,2,Supervisor_2,361,8,353
8967,1,1,Supervisor_1,195,6,189
8968,7,1,Supervisor_1,190,3,187
8969,13,1,Supervisor_1,69,4,65
8970,42,2,Supervisor_2,101,4,97
8971,48,1,Supervisor_1,142,6,136
8972,8,2,Supervisor_2,220,11,209
8973,16,1,Supervisor_1,186,3,183
8974,46,1,Supervisor_1,438,32,406
8975,17,1,Supervisor_1,166,5,161
8976,32,2,Supervisor_2,483,22,461
8977,10,2,Supervisor_2,226,4,222
8978,45,3,Supervisor_3,486,29,457
8979,45,2,Supervisor_2,209,13,196
8980,39,3,Supervisor_3,125,1,124
8981,44,2,Supervisor_2,500,4,496
8982,43,2,Supervisor_2,97,1,96
8983,43,3,Supervisor_3,148,10,138
8984,17,3,Supervisor_3,374,23,351
8985,38,3,Supervisor_3,313,11,302
8986,21,3,Supervisor_3,131,5,126
8987,42,2,Supervisor_2,454,7,447
8988,13,1,Supervisor_1,262,5,257
8989,23,1,Supervisor_1,244,16,228
8990,50,1,Supervisor_1,119,8,111
8991,43,1,Supervisor_1,156,9,147
8992,21,2,Supervisor_2,420,22,398
8993,33,2,Supervisor_2,90,5,85
8994,20,3,Supervisor_3,395,9,386
8995,10,1,Supervisor_1,475,25,450
8996,9,2,Supervisor_2,439,21,418
8997,1,1,Supervisor_1,304,15,289
8998,32,2,Supervisor_2,415,3,412
8999,9,3,Supervisor_3,329,15,314
9000,12,3,Supervisor_3,88,2,86
9001,6,3,Supervisor_3,115,4,111
9002,40,3,Supervisor_3,292,4,288
9003,24,2,Supervisor_2,461,31,430
9004,20,2,Supervisor_2,130,3,127
9005,17,3,Supervisor_3,136,8,128
9006,37,3,Supervisor_3,51,0,51
9007,48,2,Supervisor_2,401,13,388
9008,16,3,Supervisor_3,491,17,474
9009,11,3,Supervisor_3,284,21,263
9010,15,2,Supervisor_2,95,1,94
9011,25,1,Supervisor_1,132,3,129
9012,41,3,Supervisor_3,54,3,51
9013,7,1,Supervisor_1,463,6,457
9014,41,2,Supervisor_2,408,1,407
9015,28,1,Supervisor_1,398,0,398
9016,26,2,Supervisor_2,75,1,74
9017,40,2,Supervisor_2,226,17,209
9018,22,3,Supervisor_3,289,5,284
9019,46,2,Supervisor_2,106,1,105
9020,15,2,Supervisor_2,383,0,383
9021,14,1,Supervisor_1,119,1,118
9022,17,1,Supervisor_1,482,38,444
9023,25,2,Supervisor_2,194,10,184
9024,41,1,Supervisor_1,396,16,380
9025,5,2,Supervisor_2,149,4,145
9026,2,2,Supervisor_2,484,15,469
9027,13,2,Supervisor_2,247,1,246
9028,33,2,Supervisor_2,316,0,316
9029,42,1,Supervisor_1,216,9,207
9030,8,3,Supervisor_3,200,14,186
9031,35,2,Supervisor_2,345,10,335
9032,37,2,Supervisor_2,88,4,84
9033,36,3,Supervisor_3,231,7,224
9034,30,2,Supervisor_2,310,19,291
9035,32,2,Supervisor_2,290,6,284
9036,16,3,Supervisor_3,248,9,239
9037,30,1,Supervisor_1,476,34,442
9038,26,3,Supervisor_3,192,9,183
9039,17,3,Supervisor_3,472,21,451
9040,2,3,Supervisor_3,399,21,378
9041,17,1,Supervisor_1,371,12,359
9042,6,1,Supervisor_1,246,19,227
9043,32,3,Supervisor_3,329,19,310
9044,6,3,Supervisor_3,73,2,71
9045,30,1,Supervisor_1,442,29,413
9046,7,2,Supervisor_2,129,2,127
9047,7,3,Supervisor_3,460,9,451
9048,35,2,Supervisor_2,360,28,332
9049,47,3,Supervisor_3,401,30,371
9050,30,3,Supervisor_3,144,2,142
9051,9,1,Supervisor_1,126,6,120
9052,2,2,Supervisor_2,319,4,315
9053,12,2,Supervisor_2,327,25,302
9054,50,3,Supervisor_3,293,12,281
9055,24,2,Supervisor_2,356,24,332
9056,34,1,Supervisor_1,313,1,312
9057,2,2,Supervisor_2,270,12,258
9058,16,1,Supervisor_1,147,7,140
9059,30,1,Supervisor_1,339,5,334
9060,28,2,Supervisor_2,358,25,333
9061,42,1,Supervisor_1,277,6,271
9062,6,1,Supervisor_1,170,1,169
9063,31,1,Supervisor_1,495,36,459
9064,30,3,Supervisor_3,340,6,334
9065,6,1,Supervisor_1,268,8,260
9066,24,1,Supervisor_1,135,5,130
9067,1,2,Supervisor_2,262,11,251
9068,33,1,Supervisor_1,310,5,305
9069,10,2,Supervisor_2,377,20,357
9070,12,3,Supervisor_3,245,17,228
9071,29,3,Supervisor_3,328,10,318
9072,9,2,Supervisor_2,471,1,470
9073,36,3,Supervisor_3,411,30,381
9074,31,1,Supervisor_1,482,15,467
9075,2,2,Supervisor_2,132,8,124
9076,10,1,Supervisor_1,277,15,262
9077,39,3,Supervisor_3,406,11,395
9078,4,2,Supervisor_2,498,28,470
9079,46,3,Supervisor_3,402,1,401
9080,24,3,Supervisor_3,362,9,353
9081,42,2,Supervisor_2,353,25,328
9082,22,3,Supervisor_3,416,2,414
9083,9,3,Supervisor_3,361,6,355
9084,46,3,Supervisor_3,129,5,124
9085,23,3,Supervisor_3,65,4,61
9086,36,1,Supervisor_1,462,26,436
9087,43,2,Supervisor_2,113,5,108
9088,47,2,Supervisor_2,379,3,376
9089,23,1,Supervisor_1,234,9,225
9090,33,3,Supervisor_3,93,6,87
9091,42,3,Supervisor_3,367,7,360
9092,28,2,Supervisor_2,251,12,239
9093,5,2,Supervisor_2,349,18,331
9094,30,2,Supervisor_2,56,0,56
9095,17,1,Supervisor_1,478,23,455
9096,25,1,Supervisor_1,74,4,70
9097,27,2,Supervisor_2,327,22,305
9098,49,2,Supervisor_2,427,19,408
9099,13,1,Supervisor_1,191,14,177
9100,48,1,Supervisor_1,68,2,66
9101,1,3,Supervisor_3,336,19,317
9102,16,3,Supervisor_3,142,4,138
9103,10,3,Supervisor_3,261,6,255
9104,8,1,Supervisor_1,209,15,194
9105,12,1,Supervisor_1,137,5,132
9106,43,2,Supervisor_2,169,8,161
9107,23,1,Supervisor_1,120,8,112
9108,25,2,Supervisor_2,108,1,107
9109,9,3,Supervisor_3,243,11,232
9110,8,2,Supervisor_2,198,3,195
9111,41,1,Supervisor_1,436,31,405
9112,14,2,Supervisor_2,135,8,127
9113,9,3,Supervisor_3,437,32,405
9114,42,2,Supervisor_2,252,19,233
9115,49,2,Supervisor_2,65,0,65
9116,44,2,Supervisor_2,232,17,215
9117,14,2,Supervisor_2,130,8,122
9118,34,2,Supervisor_2,92,7,85
9119,49,1,Supervisor_1,457,17,440
9120,19,3,Supervisor_3,473,30,443
9121,47,1,Supervisor_1,325,1,324
9122,21,3,Supervisor_3,56,3,53
9123,15,2,Supervisor_2,368,5,363
9124,9,1,Supervisor_1,269,9,260
9125,17,1,Supervisor_1,392,19,373
9126,41,3,Supervisor_3,198,7,191
9127,12,2,Supervisor_2,140,1,139
9128,29,2,Supervisor_2,438,7,431
9129,27,2,Supervisor_2,406,0,406
9130,28,1,Supervisor_1,494,33,461
9131,10,2,Supervisor_2,446,5,441
9132,44,1,Supervisor_1,453,35,418
9133,21,2,Supervisor_2,383,10,373
9134,23,3,Supervisor_3,489,38,451
9135,26,3,Supervisor_3,431,2,429
9136,13,2,Supervisor_2,424,13,411
9137,15,2,Supervisor_2,241,12,229
9138,20,3,Supervisor_3,369,22,347
9139,25,2,Supervisor_2,262,14,248
9140,14,3,Supervisor_3,166,8,158
9141,41,1,Supervisor_1,434,24,410
9142,25,2,Supervisor_2,470,23,447
9143,43,2,Supervisor_2,249,2,247
9144,9,3,Supervisor_3,382,0,382
9145,16,3,Supervisor_3,416,21,395
9146,13,2,Supervisor_2,246,18,228
9147,8,3,Supervisor_3,319,10,309
9148,24,3,Supervisor_3,482,36,446
9149,45,1,Supervisor_1,353,16,337
9150,5,3,Supervisor_3,51,2,49
9151,12,2,Supervisor_2,326,25,301
9152,44,2,Supervisor_2,389,7,382
9153,28,3,Supervisor_3,459,20,439
9154,5,1,Supervisor_1,357,16,341
9155,19,2,Supervisor_2,214,7,207
9156,15,1,Supervisor_1,355,2,353
9157,9,3,Supervisor_3,79,5,74
9158,6,3,Supervisor_3,203,9,194
9159,28,1,Supervisor_1,434,15,419
9160,8,3,Supervisor_3,269,2,267
9161,22,1,Supervisor_1,229,9,220
9162,32,3,Supervisor_3,499,2,497
9163,28,3,Supervisor_3,316,16,300
9164,48,1,Supervisor_1,397,13,384
9165,37,3,Supervisor_3,317,17,300
9166,41,2,Supervisor_2,453,2,451
9167,21,2,Supervisor_2,91,3,88
9168,19,3,Supervisor_3,271,1,270
9169,21,1,Supervisor_1,446,18,428
9170,2,3,Supervisor_3,485,32,453
9171,22,3,Supervisor_3,283,18,265
9172,13,1,Supervisor_1,198,5,193
9173,1,3,Supervisor_3,430,14,416
9174,27,2,Supervisor_2,442,9,433
9175,40,2,Supervisor_2,233,11,222
9176,17,3,Supervisor_3,480,23,457
9177,35,2,Supervisor_2,113,4,109
9178,10,3,Supervisor_3,442,20,422
9179,48,1,Supervisor_1,413,18,395
9180,3,1,Supervisor_1,149,5,144
9181,19,2,Supervisor_2,50,0,50
9182,21,1,Supervisor_1,348,7,341
9183,16,1,Supervisor_1,404,0,404
9184,18,2,Supervisor_2,302,10,292
9185,40,2,Supervisor_2,476,2,474
9186,12,3,Supervisor_3,428,15,413
9187,4,2,Supervisor_2,211,6,205
9188,39,3,Supervisor_3,336,21,315
9189,8,1,Supervisor_1,80,1,79
9190,36,3,Supervisor_3,233,4,229
9191,23,2,Supervisor_2,117,8,109
9192,36,1,Supervisor_1,481,13,468
9193,7,3,Supervisor_3,200,13,187
9194,48,3,Supervisor_3,263,1,262
9195,15,2,Supervisor_2,275,11,264
9196,8,3,Supervisor_3,221,10,211
9197,4,2,Supervisor_2,326,1,325
9198,50,1,Supervisor_1,193,7,186
9199,31,2,Supervisor_2,228,16,212
9200,8,2,Supervisor_2,465,1,464
9201,19,2,Supervisor_2,283,13,270
9202,16,1,Supervisor_1,372,18,354
9203,5,1,Supervisor_1,461,23,438
9204,35,2,Supervisor_2,398,16,382
9205,17,2,Supervisor_2,134,3,131
9206,31,3,Supervisor_3,153,3,150
9207,25,2,Supervisor_2,194,8,186
9208,39,2,Supervisor_2,325,14,311
9209,19,1,Supervisor_1,353,9,344
9210,39,2,Supervisor_2,157,6,151
9211,21,2,Supervisor_2,178,5,173
9212,21,2,Supervisor_2,57,2,55
9213,37,1,Supervisor_1,498,30,468
9214,16,2,Supervisor_2,88,1,87
9215,40,1,Supervisor_1,84,4,80
9216,6,1,Supervisor_1,415,11,404
9217,36,1,Supervisor_1,275,0,275
9218,39,1,Supervisor_1,189,8,181
9219,24,2,Supervisor_2,170,6,164
9220,3,1,Supervisor_1,344,3,341
9221,24,3,Supervisor_3,297,14,283
9222,46,3,Supervisor_3,217,0,217
9223,18,2,Supervisor_2,304,8,296
9224,28,1,Supervisor_1,410,12,398
9225,27,3,Supervisor_3,89,5,84
9226,37,2,Supervisor_2,351,22,329
9227,7,1,Supervisor_1,406,2,404
9228,10,3,Supervisor_3,291,2,289
9229,37,1,Supervisor_1,200,3,197
9230,11,3,Supervisor_3,346,19,327
9231,21,1,Supervisor_1,352,21,331
9232,2,1,Supervisor_1,299,19,280
9233,49,2,Supervisor_2,242,3,239
9234,14,2,Supervisor_2,386,8,378
9235,12,3,Supervisor_3,235,18,217
9236,34,2,Supervisor_2,182,11,171
9237,50,3,Supervisor_3,231,2,229
9238,49,2,Supervisor_2,63,1,62
9239,4,1,Supervisor_1,299,5,294
9240,46,2,Supervisor_2,117,6,111
9241,47,3,Supervisor_3,139,3,136
9242,9,1,Supervisor_1,236,8,228
9243,40,2,Supervisor_2,73,2,71
9244,22,1,Supervisor_1,259,6,253
9245,10,3,Supervisor_3,157,12,145
9246,46,1,Supervisor_1,323,22,301
9247,8,1,Supervisor_1,133,2,131
9248,43,1,Supervisor_1,396,5,391
9249,19,2,Supervisor_2,145,3,142
9250,38,3,Supervisor_3,347,20,327
9251,50,2,Supervisor_2,324,13,311
9252,30,3,Supervisor_3,435,25,410
9253,3,2,Supervisor_2,53,4,49
9254,46,3,Supervisor_3,52,4,48
9255,44,3,Supervisor_3,358,11,347
9256,15,1,Supervisor_1,193,4,189
9257,29,1,Supervisor_1,436,14,422
9258,34,1,Supervisor_1,456,10,446
9259,8,1,Supervisor_1,309,1,308
9260,9,1,Supervisor_1,326,25,301
9261,13,3,Supervisor_3,195,4,191
9262,44,1,Supervisor_1,328,21,307
9263,10,3,Supervisor_3,477,37,440
9264,21,1,Supervisor_1,85,1,84
9265,6,3,Supervisor_3,306,24,282
9266,7,3,Supervisor_3,280,17,263
9267,17,1,Supervisor_1,496,12,484
9268,33,2,Supervisor_2,69,1,68
9269,10,1,Supervisor_1,285,3,282
9270,27,3,Supervisor_3,115,2,113
9271,5,3,Supervisor_3,348,10,338
9272,44,1,Supervisor_1,198,10,188
9273,12,2,Supervisor_2,64,4,60
9274,1,1,Supervisor_1,79,3,76
9275,19,3,Supervisor_3,430,23,407
9276,44,1,Supervisor_1,55,0,55
9277,40,3,Supervisor_3,225,16,209
9278,11,1,Supervisor_1,421,21,400
9279,8,3,Supervisor_3,322,11,311
9280,48,3,Supervisor_3,64,1,63
9281,26,3,Supervisor_3,420,22,398
9282,32,3,Supervisor_3,372,17,355
9283,40,2,Supervisor_2,477,15,462
9284,29,3,Supervisor_3,369,20,349
9285,16,1,Supervisor_1,221,0,221
9286,46,1,Supervisor_1,64,4,60
9287,8,1,Supervisor_1,282,17,265
9288,15,3,Supervisor_3,317,15,302
9289,28,1,Supervisor_1,337,0,337
9290,10,1,Supervisor_1,169,9,160
